,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,Draft Pick,Rating,Team
184,Hedo Türkoğlu,2001,2015,F,6-10,220,"March 19, 1979",,16,0,n
185,Andre Turner,1987,1992,G,5-11,160,"December 13, 1964",Memphis,69,0,n
187,Elston Turner,1982,1989,G-F,6-5,190,"June 10, 1959",Ole Miss,43,0,n
188,Evan Turner,2011,2020,G,6-6,220,"October 27, 1988",Ohio State,2,0,n
190,Henry Turner,1990,1995,G-F,6-7,200,"August 18, 1966",Cal State Fullerton,0,0,n
194,Jeff Turner,1985,1996,F-C,6-9,230,"April 9, 1962",Vanderbilt,17,0,n
195,John Turner,1992,1992,F,6-8,245,"November 30, 1967","Georgetown, Phillips University",20,0,n
196,Myles Turner,2016,2025,C-F,6-11,250,"March 24, 1996",Texas,11,0,n
197,Wayne Turner,2000,2000,G,6-2,190,"March 22, 1976",Kentucky,0,0,n
198,Melvin Turpin,1985,1990,C,6-11,240,"December 28, 1960",Kentucky,6,0,n
201,B.J. Tyler,1995,1995,G,6-1,185,"April 30, 1971","DePaul, Texas",20,0,n
202,Jeremy Tyler,2012,2014,C,6-10,260,"June 21, 1991",,39,0,n
203,Terry Tyler,1979,1989,F-G,6-7,215,"October 30, 1956",Detroit Mercy,23,0,n
205,Hunter Tyson,2024,2025,F,6-8,215,"June 13, 2000",Clemson,37,0,n
206,Jaylon Tyson,2025,2025,G,6-6,215,"December 2, 2002","Texas, Texas Tech, California",20,0,n
0,Edwin Ubiles,2012,2012,G,6-6,204,"November 26, 1986",Siena College,0,0,n
1,Ekpe Udoh,2011,2019,C-F,6-10,245,"May 20, 1987","Michigan, Baylor",6,0,n
2,Ime Udoka,2004,2011,F,6-6,215,"August 9, 1977","San Francisco, Portland State",0,0,n
3,Beno Udrih,2005,2017,G,6-3,205,"July 5, 1982",,28,0,n
4,Roko Ukić,2009,2010,G,6-5,183,"May 12, 1984",,41,0,n
5,Tyler Ulis,2017,2019,G,5-10,160,"January 5, 1996",Kentucky,34,0,n
6,Stanley Umude,2023,2025,G,6-6,210,"April 12, 1999","South Dakota, Arkansas",0,0,n
9,Kelvin Upshaw,1989,1991,G,6-2,180,"January 24, 1963",Utah,0,0,n
10,Jarrod Uthoff,2017,2020,F,6-9,221,"May 19, 1993",Iowa,0,0,n
11,Ben Uzoh,2011,2012,G,6-3,205,"March 19, 1988",Tulsa,0,0,n
1,Jonas Valančiūnas,2013,2025,C,6-11,265,"May 6, 1992",,5,0,n
2,Darnell Valentine,1982,1991,G,6-1,183,"February 3, 1959",Kansas,16,0,n
3,Denzel Valentine,2017,2022,G,6-4,220,"November 16, 1993",Michigan State,14,0,n
8,Nick Van Exel,1994,2006,G,6-1,170,"November 27, 1971","Trinity Valley CC, Cincinnati",37,0,n
9,Keith Van Horn,1998,2006,F,6-10,220,"October 23, 1975",Utah,2,0,n
12,Fred VanVleet,2017,2025,G,6-0,197,"February 25, 1994",Wichita State,0,0,n
14,Logan Vander Velden,1996,1996,F,6-8,215,"April 3, 1971",Green Bay,0,0,n
15,Jarred Vanderbilt,2019,2024,F,6-8,214,"April 3, 1999",Kentucky,41,0,n
17,Kiki Vandeweghe,1981,1993,F,6-8,220,"August 1, 1958",UCLA,11,0,n
18,Nick Vanos,1986,1987,C,7-1,255,"April 13, 1963",Santa Clara,32,0,n
19,David Vanterpool,2001,2001,G,6-5,200,"March 31, 1973",St. Bonaventure,0,0,n
20,Ratko Varda,2002,2002,C,7-1,260,"May 6, 1979",,0,0,n
21,Anderson Varejão,2005,2021,F-C,6-11,273,"September 28, 1982",,30,0,n
22,Jarvis Varnado,2013,2014,F,6-9,230,"March 1, 1988",Mississippi State,41,0,n
23,Greivis Vásquez,2011,2017,G,6-6,217,"January 16, 1987",Maryland,28,0,n
24,Devin Vassell,2021,2025,G-F,6-5,200,"August 23, 2000",Florida State,11,0,n
27,David Vaughn,1996,1999,F,6-9,240,"March 23, 1973",Memphis,25,0,n
28,Jacque Vaughn,1998,2009,G,6-1,190,"February 11, 1975",Kansas,27,0,n
29,Rashad Vaughn,2016,2018,G,6-6,202,"August 16, 1996",UNLV,17,0,n
31,Loy Vaught,1991,2001,F,6-9,230,"February 27, 1968",Michigan,13,0,n
33,Pete Verhoeven,1982,1987,F,6-9,215,"February 15, 1959",Fresno State,85,0,n
34,Jan Veselý,2012,2014,F,6-11,240,"April 24, 1990",,6,0,n
35,Gundars Vētra,1993,1993,F,6-6,195,"May 22, 1967",,0,0,n
36,Sasha Vezenkov,2024,2024,F,6-9,225,"August 6, 1995",,57,0,n
37,João Vianna,1992,1992,F,6-9,215,"November 15, 1966",,0,0,n
38,Charlie Villanueva,2006,2016,F,6-11,232,"August 24, 1984",UConn,7,0,n
39,Gabe Vincent,2020,2025,G,6-3,195,"June 14, 1996",UC Santa Barbara,0,0,n
40,Jay Vincent,1982,1990,F,6-7,220,"June 10, 1959",Michigan State,24,0,n
41,Sam Vincent,1986,1992,G,6-2,185,"May 18, 1963",Michigan State,20,0,n
42,Marcus Vinicius,2007,2008,F,6-8,225,"May 31, 1984",,43,0,n
43,Fred Vinson,1995,2000,G,6-4,190,"January 28, 1971",Georgia Tech,0,0,n
45,Gary Voce,1990,1990,F,6-9,240,"November 24, 1965",Notre Dame,0,0,n
47,Alexander Volkov,1990,1992,C,6-10,218,"March 28, 1964",,134,0,n
49,Noah Vonleh,2015,2023,F-C,6-10,257,"August 24, 1995",Indiana,9,0,n
50,Jake Voskuhl,2001,2009,C,6-11,245,"November 1, 1977",UConn,33,0,n
51,Danny Vranes,1982,1988,F,6-7,210,"October 29, 1958",Utah,5,0,n
52,Slavko Vraneš,2004,2004,C,7-5,275,"January 30, 1983",,39,0,n
53,Stojko Vranković,1991,1999,C,7-2,260,"January 22, 1964",,0,0,n
55,Jackson Vroman,2005,2006,F-C,6-10,220,"June 6, 1981",Iowa State,31,0,n
56,Nikola Vučević,2012,2025,C,6-10,260,"October 24, 1990",USC,16,0,n
57,Sasha Vujačić,2005,2017,G,6-7,195,"March 8, 1984",,27,0,n
58,Tristan Vukcevic,2024,2024,F-C,6-10,223,"March 11, 2003",,42,0,n
60,Jan van Breda Kolff,1975,1983,F-G,6-7,195,"December 16, 1951",Vanderbilt,20,0,n
0,Dean Wade,2020,2025,F,6-9,228,"November 20, 1996",Kansas State,0,0,n
1,Dwyane Wade,2004,2019,G,6-4,220,"January 17, 1982",Marquette,5,0,n
2,Mark Wade,1988,1990,G,5-11,160,"October 15, 1965","Oklahoma, UNLV",0,0,n
3,Von Wafer,2006,2012,G,6-5,210,"July 21, 1985",Florida State,39,0,n
5,Dajuan Wagner,2003,2007,G,6-2,200,"February 4, 1983",Memphis,6,0,n
7,Franz Wagner,2022,2025,G-F,6-10,225,"August 27, 2001",Michigan,8,0,n
8,Milt Wagner,1988,1991,G,6-5,185,"February 20, 1963",Louisville,35,0,n
9,Moritz Wagner,2019,2025,F-C,6-11,245,"April 26, 1997",Michigan,25,0,n
11,Ish Wainright,2022,2024,F,6-6,250,"September 12, 1994",Baylor,0,0,n
12,Dion Waiters,2013,2020,G,6-3,215,"December 10, 1991",Syracuse,4,0,n
13,Granville Waiters,1984,1988,C,6-11,225,"January 8, 1961",Ohio State,39,0,n
17,Antoine Walker,1997,2008,F,6-9,224,"August 12, 1976",Kentucky,6,0,n
20,Darrell Walker,1984,1993,G,6-4,180,"March 9, 1961",Arkansas,12,0,n
21,Foots Walker,1975,1984,G,6-0,184,"May 21, 1951","Vincennes University, West Georgia",38,0,n
22,Henry Walker,2009,2015,F,6-6,220,"October 9, 1987",Kansas State,47,0,n
24,Jabari Walker,2023,2025,F,6-9,215,"July 30, 2002",Colorado,57,0,n
25,Jarace Walker,2024,2025,F,6-8,240,"September 4, 2003",Houston,8,0,n
27,Kemba Walker,2012,2023,G,6-0,184,"May 8, 1990",UConn,9,0,n
28,Kenny Walker,1987,1995,F,6-8,210,"August 18, 1964",Kentucky,5,0,n
29,Lonnie Walker IV,2019,2024,G,6-4,204,"December 14, 1998",Miami (FL),18,0,n
30,M.J. Walker,2022,2022,G,6-5,213,"March 28, 1998",Florida State,0,0,n
32,Samaki Walker,1997,2006,F,6-9,240,"February 25, 1976",Louisville,9,0,n
33,Wally Walker,1977,1984,F,6-7,190,"July 18, 1954",Virginia,5,0,n
34,John Wall,2011,2023,G,6-3,210,"September 6, 1990",Kentucky,1,0,n
35,Ben Wallace,1997,2012,F-C,6-9,240,"September 10, 1974","Cuyahoga Community College, Virginia Union University",0,0,n
36,Cason Wallace,2024,2025,G,6-4,205,"November 7, 2003",Kentucky,10,0,n
37,Gerald Wallace,2002,2015,F,6-7,215,"July 23, 1982",Alabama,25,0,n
38,John Wallace,1997,2004,F,6-8,225,"February 9, 1974",Syracuse,18,0,n
39,Keaton Wallace,2025,2025,G,6-3,195,"February 26, 1999",Texas-San Antonio,0,0,n
40,Rasheed Wallace,1996,2013,F-C,6-11,225,"September 17, 1974",UNC,4,0,n
42,Tyrone Wallace,2018,2022,G,6-5,198,"June 10, 1994",California,60,0,n
44,Jamie Waller,1988,1988,G,6-4,215,"November 20, 1964",Virginia Union University,48,0,n
46,Jordan Walsh,2024,2025,G-F,6-7,205,"March 3, 2004",Arkansas,38,0,n
47,Matt Walsh,2006,2006,G-F,6-6,205,"December 2, 1982",Florida,0,0,n
48,Ja'Kobe Walter,2025,2025,G,6-5,180,"September 4, 2004",Baylor,19,0,n
49,Rex Walters,1994,2000,G,6-4,190,"March 12, 1970","Northwestern, Kansas",16,0,n
52,Bill Walton,1975,1987,C-F,6-11,210,"November 5, 1952",UCLA,1,0,n
53,Derrick Walton,2018,2022,G,6-0,189,"April 3, 1995",Michigan,0,0,n
55,Luke Walton,2004,2013,F,6-8,235,"March 28, 1980",Arizona,32,0,n
56,Brad Wanamaker,2019,2022,G,6-3,210,"July 25, 1989",Pitt,0,0,n
59,Charlie Ward,1995,2005,G,6-2,190,"October 12, 1970",Florida State,26,0,n
62,Casper Ware,2014,2014,G,5-10,175,"January 17, 1990",Cal State Long Beach,0,0,n
64,Kel'el Ware,2025,2025,C,7-0,230,"April 20, 2004","Oregon, Indiana",15,0,n
68,Jameel Warney,2018,2018,F,6-8,260,"January 31, 1994",Stony Brook University,0,0,n
71,T.J. Warren,2015,2024,F,6-8,220,"September 5, 1993",NC State,14,0,n
72,Willie Warren,2011,2011,G,6-4,203,"October 22, 1989",Oklahoma,54,0,n
73,Bryan Warrick,1983,1986,G,6-5,195,"July 22, 1959",Saint Joseph's,25,0,n
74,Hakim Warrick,2006,2013,F,6-9,219,"July 8, 1982",Syracuse,19,0,n
75,Chris Washburn,1987,1988,C,6-11,225,"May 13, 1965",NC State,3,0,n
76,Julian Washburn,2019,2019,F,6-8,210,"December 18, 1991",Texas-El Paso,0,0,n
78,Darius Washington,2008,2008,G,6-2,195,"December 6, 1985",Memphis,0,0,n
80,Duane Washington,1988,1993,G,6-4,195,"August 31, 1964",Middle Tennessee,36,0,n
81,Duane Washington Jr.,2022,2023,G,6-3,210,"March 24, 2000",Ohio State,0,0,n
82,Eric Washington,1998,1999,G,6-4,190,"March 23, 1974",Alabama,47,0,n
84,Kermit Washington,1974,1988,F-C,6-8,230,"September 17, 1951",American University,5,0,n
85,P.J. Washington,2020,2025,F,6-7,230,"August 23, 1998",Kentucky,12,0,n
86,Pearl Washington,1987,1989,G,6-2,190,"January 6, 1964",Syracuse,13,0,n
90,TyTy Washington Jr.,2023,2025,G,6-3,197,"November 15, 2001",Kentucky,29,0,n
92,Yuta Watanabe,2019,2024,F,6-9,215,"October 13, 1994",George Washington,0,0,n
93,Lindy Waters III,2022,2025,G,6-6,215,"July 28, 1997",Oklahoma State,0,0,n
94,Tremont Waters,2020,2022,G,5-10,175,"January 10, 1998",LSU,51,0,n
95,Trendon Watford,2022,2025,F,6-9,240,"November 9, 2000",LSU,0,0,n
96,Darryl Watkins,2008,2012,C,6-11,258,"November 8, 1984",Syracuse,0,0,n
98,C.J. Watson,2008,2017,G,6-2,175,"April 17, 1984",Tennessee,0,0,n
99,Earl Watson,2002,2014,G,6-1,195,"June 12, 1979",UCLA,40,0,n
100,Jamie Watson,1995,1999,F,6-7,190,"February 23, 1972",South Carolina,47,0,n
101,Paul Watson,2020,2022,G,6-6,210,"December 30, 1994",Fresno State,0,0,n
102,Peyton Watson,2023,2025,G-F,6-8,200,"September 11, 2002",UCLA,30,0,n
106,Maalik Wayns,2013,2014,G,6-2,200,"May 2, 1991",Villanova,0,0,n
107,David Wear,2015,2015,F,6-10,230,"September 21, 1990","UNC, UCLA",0,0,n
108,Travis Wear,2015,2018,F,6-10,230,"September 21, 1990","UNC, UCLA",0,0,n
109,Clarence Weatherspoon,1993,2005,F,6-6,240,"September 8, 1970",Southern Miss,9,0,n
111,Quinndary Weatherspoon,2020,2022,G,6-3,205,"September 10, 1996",Mississippi State,49,0,n
112,Kyle Weaver,2009,2011,G,6-6,201,"February 18, 1986",Washington State,38,0,n
113,James Webb III,2018,2018,F,6-9,202,"August 19, 1993",Boise State,0,0,n
115,Marcus Webb,1993,1993,F-C,6-9,255,"May 9, 1970",Alabama,0,0,n
116,Spud Webb,1986,1998,G,5-6,133,"July 13, 1963","Midland College, NC State",87,0,n
117,Chris Webber,1994,2008,F-C,6-10,245,"March 1, 1973",Michigan,1,0,n
118,Briante Weber,2016,2018,G,6-2,165,"December 29, 1992",VCU,0,0,n
121,Jeff Webster,1996,1996,F,6-8,232,"February 19, 1971",Oklahoma,40,0,n
122,Martell Webster,2006,2015,G-F,6-7,230,"December 4, 1986",,6,0,n
123,Marvin Webster,1976,1987,C,7-1,225,"April 13, 1952",Morgan State University,3,0,n
124,Scott Wedman,1975,1987,F-G,6-7,215,"July 29, 1952",Colorado,6,0,n
125,Sonny Weems,2009,2016,G-F,6-6,205,"July 8, 1986",Arkansas,39,0,n
127,Brant Weidner,1984,1984,F,6-9,230,"October 28, 1960",William & Mary,90,0,n
130,Bonzi Wells,1999,2008,G-F,6-5,210,"September 28, 1976",Ball State University,11,0,n
131,Bubba Wells,1998,1998,F,6-5,230,"July 26, 1974",Austin Peay State University,35,0,n
132,Jaylen Wells,2025,2025,F,6-7,206,"August 26, 2003","Sonoma State University, Washington State",39,0,n
135,Chris Welp,1988,1990,C,7-0,245,"January 2, 1964",Washington,16,0,n
136,Jiří Welsch,2003,2006,G,6-7,208,"January 27, 1980",,16,0,n
137,Thomas Welsh,2019,2019,C,7-0,255,"February 3, 1996",UCLA,58,0,n
138,Victor Wembanyama,2024,2025,C-F,7-3,209,"January 4, 2004",,1,0,n
139,Bill Wennington,1986,2000,C,7-0,245,"April 26, 1963",St. John's,16,0,n
140,Matt Wenstrom,1994,1994,C,7-1,250,"November 4, 1970",UNC,0,0,n
141,Robert Werdann,1993,1997,C,6-11,250,"September 12, 1970",St. John's,46,0,n
143,Blake Wesley,2023,2025,G,6-5,185,"March 16, 2003",Notre Dame,25,0,n
144,David Wesley,1994,2007,G,6-0,190,"November 14, 1970",Baylor,0,0,n
146,David West,2004,2018,F-C,6-9,250,"August 29, 1980",Xavier,18,0,n
147,Delonte West,2005,2012,G,6-4,180,"July 26, 1983",Saint Joseph's,24,0,n
148,Doug West,1990,2001,G-F,6-6,200,"May 27, 1967",Villanova,38,0,n
150,Mario West,2008,2011,G,6-5,210,"June 19, 1984",Georgia Tech,0,0,n
151,Mark West,1984,2000,C-F,6-10,230,"November 5, 1960",Old Dominion,30,0,n
154,Russell Westbrook,2009,2025,G,6-4,200,"November 12, 1988",UCLA,4,0,n
155,Paul Westphal,1973,1984,G,6-4,195,"November 30, 1950",USC,10,0,n
157,Robert Whaley,2006,2006,C,6-10,260,"April 16, 1982","Barton County Community College, Cincinnati, Walsh University",51,0,n
158,Ennis Whatley,1984,1997,G,6-3,177,"August 11, 1962",Alabama,13,0,n
159,DeJuan Wheat,1998,1999,G,6-0,165,"October 14, 1973",Louisville,52,0,n
160,Clinton Wheeler,1988,1989,G,6-1,185,"October 27, 1959",William Paterson University,150,0,n
161,Tyson Wheeler,1999,1999,G,5-10,165,"October 8, 1975",Rhode Island,47,0,n
163,Andrew White,2018,2018,G,6-7,210,"June 16, 1993","Nebraska, Syracuse",0,0,n
164,Coby White,2020,2025,G,6-5,195,"February 16, 2000",UNC,7,0,n
165,D.J. White,2009,2014,F,6-9,251,"August 31, 1986",Indiana,29,0,n
166,Derrick White,2018,2025,G,6-4,190,"July 2, 1994","Colorado-Colorado Springs, Colorado",29,0,n
167,Eric White,1988,1989,F,6-8,200,"December 30, 1965",Pepperdine,65,0,n
170,Jack White,2023,2024,F,6-7,225,"August 5, 1997",Duke,0,0,n
171,Jahidi White,1999,2005,F-C,6-9,290,"February 19, 1976",Georgetown,43,0,n
172,James White,2007,2013,G-F,6-7,200,"October 21, 1982","Florida, Cincinnati",31,0,n
174,Okaro White,2017,2019,F,6-8,205,"August 13, 1992",Florida State,0,0,n
175,Randy White,1990,1994,F,6-8,240,"November 4, 1967",Louisiana Tech,8,0,n
176,Rodney White,2002,2005,F,6-9,238,"June 28, 1980",UNC Charlotte,9,0,n
177,Rory White,1983,1987,F,6-8,210,"August 16, 1959",University of South Alabama,86,0,n
178,Royce White,2014,2014,F,6-8,270,"April 10, 1991",Iowa State,16,0,n
180,Tony White,1988,1988,G,6-2,170,"February 15, 1965",Tennessee,33,0,n
181,Willie White,1985,1986,G,6-3,195,"August 20, 1962",Chattanooga,42,0,n
182,Isaiah Whitehead,2017,2018,G,6-4,213,"March 8, 1995",Seton Hall,42,0,n
183,Jerome Whitehead,1979,1989,C-F,6-10,220,"September 30, 1956",Marquette,41,0,n
184,Donald Whiteside,1997,1998,G,5-10,160,"April 25, 1969",Northern Illinois,0,0,n
185,Hassan Whiteside,2011,2022,C,7-0,265,"June 13, 1989",Marshall,33,0,n
186,Dwayne Whitfield,1996,1996,F,6-9,240,"August 21, 1972",Jackson State University,40,0,n
187,Cam Whitmore,2024,2025,F,6-7,232,"July 8, 2004",Villanova,20,0,n
188,Chris Whitney,1994,2004,G,6-0,168,"October 5, 1971",Clemson,47,0,n
191,Greg Whittington,2021,2021,F,6-8,210,"February 7, 1993",Georgetown,0,0,n
192,Shayne Whittington,2015,2016,F-C,6-11,250,"March 27, 1991",Western Michigan,0,0,n
197,Joe Wieskamp,2022,2023,G,6-6,212,"August 23, 1999",Iowa,41,0,n
198,Aaron Wiggins,2022,2025,G,6-6,200,"January 2, 1999",Maryland,55,0,n
199,Andrew Wiggins,2015,2025,F-G,6-7,197,"February 23, 1995",Kansas,1,0,n
200,Mitchell Wiggins,1984,1992,G,6-4,185,"September 28, 1959","Clemson, Florida State",23,0,n
201,Lindell Wigginton,2022,2024,G,6-2,189,"March 28, 1998",Iowa State,0,0,n
203,C.J. Wilcox,2015,2017,G,6-5,195,"December 30, 1990",Washington,28,0,n
204,Chris Wilcox,2003,2013,F,6-10,221,"September 3, 1982",Maryland,8,0,n
207,Jacob Wiley,2018,2018,F,6-7,215,"September 4, 1994",Eastern Washington,0,0,n
209,Morlon Wiley,1989,1995,G,6-4,185,"September 24, 1966",Cal State Long Beach,46,0,n
212,Bob Wilkerson,1977,1983,G-F,6-6,195,"August 15, 1954",Indiana,11,0,n
213,Jamaal Wilkes,1975,1986,F-G,6-6,190,"May 2, 1953",UCLA,11,0,n
214,James Wilkes,1981,1983,F,6-7,195,"April 1, 1958",UCLA,50,0,n
215,Damien Wilkins,2005,2018,F-G,6-6,225,"January 11, 1980","NC State, Georgia",0,0,n
216,Dominique Wilkins,1983,1999,F-G,6-8,215,"January 12, 1960",Georgia,3,0,n
217,Eddie Lee Wilkins,1985,1993,F-C,6-10,220,"May 7, 1962",Gardner-Webb University,133,0,n
218,Gerald Wilkins,1986,1999,G-F,6-6,185,"September 11, 1963",Chattanooga,47,0,n
219,Jeff Wilkins,1981,1986,C-F,6-11,230,"March 9, 1955",Illinois State,37,0,n
220,Dale Wilkinson,1985,1985,F,6-10,220,"March 18, 1960",Idaho State University,221,0,n
221,Mike Wilks,2003,2010,G,5-10,185,"May 7, 1979",Rice University,0,0,n
222,Aaron Williams,1994,2008,F-C,6-9,220,"October 2, 1971",Xavier,0,0,n
224,Alan Williams,2016,2019,F-C,6-8,265,"January 28, 1993",UC Santa Barbara,0,0,n
225,Alondes Williams,2023,2025,G,6-4,210,"June 19, 1999","Triton College, Oklahoma, Wake Forest",0,0,n
226,Alvin Williams,1998,2007,G,6-5,185,"August 6, 1974",Villanova,48,0,n
230,Brandon Williams,1998,2003,G,6-6,215,"February 27, 1975",Davidson,0,0,n
231,Brandon Williams,2022,2025,G,6-1,190,"November 22, 1999",Arizona,0,0,n
232,Buck Williams,1982,1998,F-C,6-8,215,"March 8, 1960",Maryland,3,0,n
233,C.J. Williams,2018,2019,G,6-5,226,"February 6, 1990",NC State,0,0,n
238,Cody Williams,2025,2025,G-F,6-7,190,"November 20, 2004",Colorado,10,0,n
239,Corey Williams,1993,1994,G,6-2,190,"April 24, 1970",Oklahoma State,33,0,n
240,Deron Williams,2006,2017,G,6-3,200,"June 26, 1984",Illinois,3,0,n
241,Derrick Williams,2012,2018,F,6-8,240,"May 25, 1991",Arizona,2,0,n
242,Donovan Williams,2023,2023,F,6-6,190,"September 6, 2001","Texas, UNLV",0,0,n
245,Elliot Williams,2012,2016,G,6-5,190,"June 20, 1989","Duke, Memphis",22,0,n
246,Eric Williams,1996,2007,F,6-8,220,"July 17, 1972","Vincennes University, Providence",14,0,n
248,Frank Williams,2003,2005,G,6-3,212,"February 25, 1980",Illinois,25,0,n
249,Freeman Williams,1979,1986,G-F,6-4,190,"May 15, 1956",Portland State,8,0,n
251,Grant Williams,2020,2025,F,6-6,236,"November 30, 1998",Tennessee,22,0,n
252,Gus Williams,1976,1987,G,6-2,175,"October 10, 1953",USC,20,0,n
253,Guy Williams,1985,1986,F,6-9,200,"July 1, 1960","San Francisco, Washington State",34,0,n
255,Herb Williams,1982,1999,C-F,6-10,242,"February 16, 1958",Ohio State,14,0,n
256,Hot Rod Williams,1987,1999,F-C,6-11,215,"August 9, 1962",Tulane,45,0,n
257,Jalen Williams,2023,2025,G,6-6,220,"April 14, 2001",Santa Clara,12,0,n
258,Jason Williams,1999,2011,G,6-1,190,"November 18, 1975","Marshall, Florida",7,0,n
259,Jawad Williams,2009,2011,F,6-9,218,"February 19, 1983",UNC,0,0,n
260,Jay Williams,2003,2003,G,6-2,195,"September 10, 1981",Duke,2,0,n
261,Jaylin Williams,2023,2024,F,6-8,250,"June 29, 2002",Arkansas,34,0,n
262,Jayson Williams,1991,1999,F-C,6-9,240,"February 22, 1968",St. John's,21,0,n
263,Jeenathan Williams,2023,2025,G,6-5,205,"February 12, 1999",Buffalo,0,0,n
264,Jerome Williams,1997,2005,F,6-9,206,"May 10, 1973",Georgetown,26,0,n
265,John Williams,1987,1995,F-C,6-8,235,"October 26, 1966",LSU,12,0,n
266,Johnathan Williams,2019,2020,F,6-9,228,"May 22, 1995","Missouri, Gonzaga",0,0,n
267,Jordan Williams,2012,2012,F,6-10,260,"October 11, 1990",Maryland,36,0,n
268,Justin Williams,2007,2008,F,6-10,225,"May 12, 1984",Wyoming,0,0,n
269,Kenny Williams,1991,1994,F,6-9,205,"June 9, 1969",Barton County Community College,46,0,n
270,Kenrich Williams,2019,2025,G-F,6-7,210,"December 2, 1994",TCU,0,0,n
271,Kevin Williams,1984,1989,G,6-2,175,"September 11, 1961","TCU, St. John's",46,0,n
272,Lorenzo Williams,1993,2000,F-C,6-9,200,"July 15, 1969",Stetson University,0,0,n
273,Lou Williams,2006,2022,G,6-2,175,"October 27, 1986",,45,0,n
274,Malik Williams,2024,2024,C,6-11,250,"August 26, 1998",,0,0,n
275,Marcus Williams,2007,2010,G,6-3,205,"December 3, 1985",UConn,22,0,n
276,Marcus Williams,2008,2009,F,6-7,205,"November 18, 1986",Arizona,33,0,n
277,Mark Williams,2023,2025,C,7-0,241,"December 16, 2001",Duke,15,0,n
278,Marvin Williams,2006,2020,F,6-8,237,"June 19, 1986",UNC,2,0,n
279,Matt Williams,2018,2018,G,6-5,210,"October 14, 1993",Central Florida,0,0,n
280,Micheal Williams,1989,1999,G,6-2,175,"July 23, 1966",Baylor,48,0,n
281,Mike Williams,1990,1990,F,6-8,255,"August 14, 1963","Cincinnati, Bradley",51,0,n
283,Mo Williams,2004,2016,G,6-1,198,"December 19, 1982",Alabama,47,0,n
284,Monty Williams,1995,2003,F,6-8,225,"October 8, 1971",Notre Dame,24,0,n
286,Patrick Williams,2021,2025,F,6-7,215,"August 26, 2001",Florida State,4,0,n
287,Pete Williams,1986,1987,F,6-7,190,"March 10, 1965",Arizona,89,0,n
288,Ray Williams,1978,1987,G,6-3,188,"October 14, 1954",Minnesota,10,0,n
289,Reggie Williams,1988,1997,F-G,6-7,190,"March 5, 1964",Georgetown,4,0,n
290,Reggie Williams,2010,2017,F,6-6,205,"September 14, 1986",Virginia Military Institute,0,0,n
291,Rickey Williams,1983,1983,G,6-1,175,"March 12, 1957","New Mexico, Cal State Long Beach",190,0,n
292,Rob Williams,1983,1984,G,6-2,175,"May 5, 1961",Houston,19,0,n
293,Robert Williams,2019,2025,C-F,6-9,237,"October 17, 1997",Texas A&M,27,0,n
296,Sam Williams,1982,1985,F,6-8,210,"March 7, 1959",Arizona State,33,0,n
297,Scott Williams,1991,2005,F-C,6-10,230,"March 21, 1968",UNC,0,0,n
298,Sean Williams,2008,2012,C-F,6-10,235,"September 13, 1986",Boston College,17,0,n
299,Shammond Williams,1999,2007,G,6-1,201,"April 5, 1975",UNC,34,0,n
300,Shawne Williams,2007,2015,F,6-9,225,"February 16, 1986",Memphis,17,0,n
301,Shelden Williams,2007,2012,F,6-9,250,"October 21, 1983",Duke,5,0,n
302,Sly Williams,1980,1986,F-G,6-7,210,"January 26, 1958",Rhode Island,21,0,n
303,Terrence Williams,2010,2013,F,6-6,220,"June 28, 1987",Louisville,11,0,n
304,Travis Williams,1998,1999,F,6-6,215,"May 27, 1969",South Carolina State,0,0,n
305,Troy Williams,2017,2019,F,6-7,218,"December 30, 1994",Indiana,0,0,n
306,Vince Williams Jr.,2023,2025,F,6-4,205,"August 30, 2000",VCU,47,0,n
307,Walt Williams,1993,2003,F-G,6-8,219,"April 16, 1970",Maryland,7,0,n
310,Ziaire Williams,2022,2025,F,6-9,215,"September 12, 2001",Stanford,10,0,n
311,Nigel Williams-Goss,2020,2020,G,6-2,190,"September 16, 1994","Gonzaga, Washington",55,0,n
